TP2,TP3,H1,DV_pressure,Reservoirs,Oil_temperature,Motor_current,COMP,DV_eletric,Towers,MPG,Pressure_switch,Oil_level,Caudal_impulses,TP2_mean_30m,TP2_std_30m,TP2_mean_2h,TP2_std_2h,Motor_current_mean_30m,Motor_current_std_30m,Motor_current_mean_2h,Motor_current_std_2h,DV_pressure_mean_30m,DV_pressure_std_30m,DV_pressure_mean_2h,DV_pressure_std_2h,Oil_temperature_mean_30m,Oil_temperature_mean_2h,TP3_mean_30m,TP3_mean_2h,Reservoirs_mean_30m,Reservoirs_mean_2h,TP2_roc,Motor_current_roc,DV_pressure_roc,LPS_sum_30m,LPS_sum_2h,COMP_mean_30m,COMP_mean_2h,LPS_time_since,LPS
8.85,8.668,-0.0079999999999991,0.7119999999999997,8.668,75.825,5.7225,0.0,1.0,1.0,0.0,1.0,1.0,1.0,8.546633333333334,0.5381135048781415,8.50108611111111,0.6827491782627076,5.688458333333333,0.12924044192741307,5.687885416666667,0.15586544158131443,0.6731888888888891,0.06774308918875774,0.6703555555555557,0.08220897569832565,75.6151388888889,74.55041666666668,8.655100000000001,8.677522222222223,8.656500000000001,8.678919444444444,0.006000000000000227,-0.08500000000000085,0.0039999999999995595,0.0,0.0,0.0,0.0,3314,0.0
-0.0159999999999982,8.236,8.226,-0.0279999999999986,8.238,55.2,0.0424999999999995,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.6426555555555568,2.402260842297996,0.9625638888888899,2.864868235546025,1.3554305555555552,2.057758818929586,1.846913194444444,2.24047798795223,-0.026422222222221764,0.0009212303830695099,-0.026399999999999472,0.0030764030786873072,59.57583333333334,60.83951388888889,8.889433333333333,9.047975000000001,8.890988888888888,9.049575,0.0,0.0,0.0,0.0,0.0,0.9277777777777778,0.8888888888888888,8771,0.0
-0.0060000000000002,9.832,9.826,-0.0180000000000006,9.832,66.725,3.7225,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.6081333333333339,2.362672964080254,0.8843305555555562,2.7570882196770485,1.337902777777778,2.003862404603793,1.8216145833333337,2.1517076390563323,-0.021433333333332243,0.001219487940934024,-0.019455555555554498,0.041887633278406854,62.51541666666667,63.66156250000001,8.95598888888889,9.123108333333333,8.955222222222222,9.122252777777778,0.0039999999999978005,0.0024999999999995026,0.001999999999998902,0.0,0.0,0.9333333333333333,0.9027777777777778,239685,0.0
-0.0139999999999993,9.696,9.684,-0.0279999999999986,9.694,60.25,3.73,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.6187000000000009,2.3155874187461056,0.7225305555555565,2.4850971020975074,0.991597222222222,1.8990217410280588,1.3250868055555554,2.062612693705336,-0.0130777777777775,0.17487085276248035,-0.016549999999999704,0.1502955373244167,54.12555555555556,54.930486111111115,8.955233333333334,8.994586111111111,8.954688888888889,8.993755555555556,0.0,-0.15750000000000108,0.0,0.0,0.0,0.9277777777777778,0.9138888888888889,9296,0.0
-0.0139999999999993,9.842,9.832,-0.0240000000000009,9.838,69.10000000000001,3.82,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.8627555555555562,2.6943088221840044,0.9007444444444448,2.703369510570092,1.7376666666666662,2.178993662195541,1.586555555555555,2.1595747059729127,-0.023022222222222128,0.00444199808451933,-0.014219444444444123,0.16237137555347073,62.393055555555556,61.38923611111111,9.08301111111111,8.94216111111111,9.082277777777778,8.941777777777778,0.0019999999999989002,0.027499999999999858,0.0,0.0,0.0,0.9,0.8944444444444445,6639,0.0
-0.0159999999999982,9.974,9.966,-0.0219999999999984,9.972,66.875,3.865,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.3743666666666672,3.3262211315003003,0.8055250000000004,2.6396301742778356,1.9696944444444442,2.352697023843526,1.5108541666666664,2.133627495499321,0.0049555555555568735,0.36179746521337747,-0.0094444444444432,0.24028368079619888,58.66875,58.35715277777778,9.055533333333333,9.027369444444444,9.055311111111111,9.027241666666667,0.002000000000002399,0.04749999999999943,0.0020000000000024998,0.0,0.0,0.85,0.9111111111111111,1516,0.0
8.136,7.938000000000001,-0.009999999999998,1.924,7.939999999999999,74.4,5.515000000000001,0.0,1.0,1.0,0.0,1.0,1.0,1.0,7.417755555555555,0.8816845901159783,7.67538611111111,0.6847444612959765,5.463708333333333,0.17945457304154014,5.483722222222222,0.14967808267872132,1.7108444444444444,0.27866272483908294,1.9166916666666667,0.2459578860511002,72.42013888888889,74.43822916666667,7.430444444444444,7.717730555555557,7.42991111111111,7.719630555555556,0.011999999999998678,-0.17499999999999982,0.0019999999999991136,71.0,71.0,0.0,0.0,83,0.0
8.07,8.682,-0.009999999999998,0.6260000000000012,8.684,73.9,5.6675,0.0,1.0,0.0,0.0,1.0,1.0,1.0,8.3781,0.8716634396104498,8.455169444444444,0.7514614146829521,5.662805555555555,0.19151295147710423,5.678177083333333,0.17100558015866255,0.6611222222222224,0.1047446832322503,0.6729333333333334,0.09141749436177352,74.20180555555555,74.23659722222222,8.67511111111111,8.674436111111111,8.677333333333333,8.676722222222223,1.982000000000001,0.5449999999999999,0.24600000000000222,0.0,0.0,0.0,0.0,2369,0.0
-0.0139999999999993,8.742,8.73,-0.0219999999999984,8.744,57.3,0.04,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.8184888888888894,2.691930698986119,0.8947027777777782,2.789191979841293,1.420597222222222,2.1069870689331567,1.7212083333333332,2.195812196277484,-0.010088888888887941,0.052733470113964676,-0.012124999999998996,0.11803905879808689,59.64083333333333,59.78454861111111,8.996177777777778,9.038975,8.997877777777779,9.039891666666666,0.0,0.0,0.0,0.0,0.0,0.9111111111111111,0.9,3147,0.0
-0.0120000000000004,8.428,8.416,-0.0199999999999995,8.43,61.35,0.0424999999999995,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.8391888888888894,2.700405702581022,1.0561361111111114,2.9884594639284443,1.440208333333333,2.1070938291111694,1.7952013888888887,2.2242349353660105,-0.020277777777777145,0.0011914759618566655,-0.0110416666666658,0.0682023369265646,64.53166666666667,63.80715277777778,9.085177777777778,9.0698,9.08531111111111,9.069755555555556,0.0019999999999989002,0.0024999999999995026,0.0,0.0,0.0,0.9055555555555556,0.8819444444444444,2162,0.0
